"ID","ageFirstCap","season","k","age"
"B2V8469",1,2010,3,2
"B2V8469",1,2011,4,2
"B2V8469",1,2012,5,2
"B2V8469",1,2013,6,2
"B2V8469",1,2014,7,2
"B2V8469",1,2015,8,2
"B2V8469",1,2016,9,2
"B2V8469",1,2017,10,2
"B2V8469",1,2018,11,2
"B2V8469",1,2019,12,2
"B2V8469",1,2020,13,2
"B2V8470",1,2008,1,1
"B2V8470",1,2009,2,2
"B2V8470",1,2010,3,2
"B2V8470",1,2011,4,2
"B2V8470",1,2012,5,2
"B2V8470",1,2013,6,2
"B2V8470",1,2014,7,2
"B2V8470",1,2015,8,2
"B2V8470",1,2016,9,2
"B2V8470",1,2017,10,2
"B2V8470",1,2018,11,2
"B2V8470",1,2019,12,2
"B2V8470",1,2020,13,2
"B2V8471",1,2008,1,1
"B2V8471",1,2009,2,2
"B2V8471",1,2010,3,2
"B2V8471",1,2011,4,2
"B2V8471",1,2012,5,2
"B2V8471",1,2013,6,2
