"ID","sex"
"B2X7414",2
"B2X7415",2
"B2X7416",2
"B2X7417",1
"B2X7418",2
"B2X7419",2
"B2X7420",1
"B2X4920",2
"B2X7421",2
"B2X7422",2
"B2X7423",1
"B2X7424",1
"B2X7425",1
"B2X7426",1
"B2X7427",1
"B2X7428",1
"B2X7429",1
"B2X7430",1
"B2V8805",2
"B2X7388",2
"B2X7389",2
"B2X7390",2
"B2X7391",1
"B2X7392",1
"B2X7393",2
"B2X7394",1
"B2X7395",1
"B2X7396",2
"B2X7397",2
"B2X7130",2
"B2X7131",1
"B2X7132",1
"B2X7133",2
"B2X7134",2
"B2X7135",1
"X01010811",2
"X02010811",1
"X03010811",2
"X04010811",2
"X05010811",2
"X06010811",1
"B2X7008",2
"B2X7009",1
"B2X7010",1
"B2X7011",1
"B2X7012",2
"B2X7013",1
"B2X7014",1
"B2X7015",2
"B2X7016",2
"B2X7017",2
"B2X7044",2
"B2X7045",1
"B2X7046",1
"B2X7047",1
"B2X7048",1
"B2X7049",1
"B2X7050",2
"B2X7051",1
"B2X7052",1
"X01011411",2
"X02011411",1
"B2V8788",1
"B2V8789",2
"B2X7292",1
"B2X7293",2
"B2X7294",2
"B2X7295",2
"B2X7296",2
"B2X7297",2
"B2X7298",2
"B2X7299",2
"B2X7300",2
"B2X7601",1
"X01012011",1
"B2V8808",2
"B2V8809",1
"B2V8810",1
"B2V8811",2
"B2V8812",2
"B2V8813",1
"B2V8814",1
"B2V8815",2
"B2V8816",2
"B2V8817",2
"B2X4922",1
"B2X4921",1
"X01013411",1
"X02013411",2
"X03013411",1
"X04013411",1
"X05013411",1
"X06013411",1
"X07013411",2
"X08013411",1
"X09013411",2
"X10013411",1
"X11013411",1
"X12013411",1
"B2X7633",1
"B2X7634",2
"B2X7635",1
"B2X7636",2
"X01014211",1
"B2X4898",1
"B2X4923",2
"B2X7033",2
"B2X7034",2
"B2X7035",2
"B2X7036",1
"B2X7037",2
"B2X7038",1
"B2X7039",1
"B2X7040",1
"B2X7041",2
"B2X7042",1
"B2X7043",1
"B2X4928",2
"B2X7145",2
"B2X7146",1
"B2X7147",1
"B2X7148",1
"B2X7149",2
"B2X7150",1
"B2X7151",2
"B2X7152",1
"B2X7153",1
"B2X7154",2
"B2X7155",1
"B2X7156",2
"B2X7001",2
"B2X7190",1
"B2X7191",2
"B2X7192",2
"B2X7193",1
"B2X7194",2
"B2X7195",1
"B2X7196",2
"B2X7197",2
"B2V8697",1
"B2V8698",2
"B2V8699",1
"B2V8700",2
"B2X7223",1
"B2X7224",1
"B2X7225",1
"B2X7226",1
"B2X7227",1
"B2X7228",1
"X01014911",1
"X02014911",2
"B2X4599",1
"B2X7157",2
"B2X7158",1
"B2X7159",1
"B2X7160",1
"B2X7161",2
"B2X7162",2
"B2X7163",2
"B2X7164",1
"B2X7165",1
"B2X7166",1
"B2X7167",2
"B2X4925",2
"B2X7073",1
"B2X7074",1
"B2X7075",2
"B2X7076",2
"B2X7077",2
"B2X7078",2
"B2X7079",2
"B2X7080",1
"B2V8807",1
"B2X7257",1
"B2X7258",2
"B2X7259",2
"B2X7260",1
"B2X7261",2
"B2X7262",1
"B2X7263",1
"B2X7264",2
"B2X7265",2
"B2X7266",2
"B2X7267",2
"B2X7268",1
"X01015311",1
"X01016011",1
"X02016011",2
"X03016011",2
"X04016011",1
"X05016011",2
"X06016011",1
"X07016011",2
"X08016011",2
"B2X4926",1
"B2X7136",2
"B2X7137",2
"B2X7138",2
"B2X7139",1
"B2X7140",2
"B2X7141",2
"B2X7142",2
"B2X7143",2
"B2X7144",2
"B2X4900",1
"X01016811",1
"X02016811",1
"X03016811",2
"X04016811",1
"X05016811",1
"X06016811",2
"X07016811",2
"X08016811",2
"X09016811",2
"X10016811",2
"X11016811",1
"X12016811",2
"X01017011",1
"X02017011",1
"X03017011",1
"X04017011",2
"X05017011",1
"X06017011",2
"X07017011",1
"B2X7350",1
"B2X7351",1
"B2X7352",1
"B2X7354",1
"B2X7355",2
"B2X7356",1
"B2X7357",1
"B2X7358",1
"B2X7359",2
"B2X7360",2
"B2X7361",1
"B2X7362",2
"B2X7363",1
"B2X7341",2
"B2X7342",1
"B2X7343",1
"B2X7344",1
"B2X7345",1
"B2X7346",2
"B2X7347",2
"B2X7348",1
"B2X7349",2
"X01017411",2
"B2X7179",2
"B2X7180",2
"B2X7181",2
"B2X7182",2
"B2X7183",2
"B2X7184",1
"B2X7185",1
"B2X7186",2
"B2X7187",2
"B2X7188",2
"B2X7189",2
"B2X7246",2
"B2X7247",2
"B2X7248",2
"B2X7249",2
"B2X7250",1
"B2X7251",1
"B2X7252",1
"B2X7253",2
"B2X7254",1
"B2X7255",1
"B2X7256",2
"B2V8791",2
"B2X7619",2
"B2X7620",2
"B2X7621",2
"B2X7622",2
"B2X7623",2
"B2X7624",2
"B2X7625",1
"B2X4894",1
"B2V8803",1
"B2X7229",2
"B2X7230",2
"B2X7231",2
"B2X7232",1
"B2X7233",2
"B2X7234",1
"X01018611",1
"X01018711",1
"X02018711",1
"X03018711",2
"X04018711",2
"X05018711",1
"X06018711",2
"X07018711",2
"X08018711",1
"B2V8806",1
"B2X7269",1
"B2X7270",2
"B2X7271",2
"B2X7272",1
"B2X7273",1
"B2X7274",1
"B2X7275",2
"B2X7276",1
"B2X7277",2
"B2X7278",1
"B2X7279",2
"B2X4897",1
"X01019811",2
"X02019811",2
"X03019811",1
"X04019811",2
"X05019811",2
"X06019811",2
"X07019811",2
"X08019811",1
"X09019811",1
"X10019811",1
"X11019811",1
"B2X4927",2
"B2V8767",1
"B2V8768",2
"B2V8769",2
"B2V8770",1
"B2V8771",1
"B2V8772",1
"B2V8773",1
"B2V8774",2
"B2V8775",2
"B2V8776",1
"B2V8777",2
"X01020011",2
"B2X4949",2
"B2X7650",1
"B2X7651",1
"B2X7652",2
"B2X7653",2
"B2X7654",2
"B3X7110",1
"B3X7111",2
"B3X7112",1
"B3X7113",2
"B3X7114",1
"B3X7115",1
"B3X7116",1
"B3X7117",1
"B3X7118",2
"B3X7119",2
"X01020811",1
"B2X7614",1
"B2X7611",1
"B2X7612",2
"B2X7613",2
"B2X7615",2
"B2X7616",2
"B2X7617",1
"B2X7618",2
"X01021111",1
"B2X4932",2
"B2X7198",1
"B2X7199",1
"B2X7200",2
"B2X7301",1
"B2X7302",1
"B2X7303",2
"B2X7304",1
"B2X7305",2
"B2X7306",2
"B2X7307",2
"B2X7308",2
"B2X7309",2
"B2V8790",1
"B2X7602",2
"B2X7603",1
"B2X7604",2
"B2X7605",2
"B2X7606",2
"B2X7607",2
"B2X7608",1
"B2X7609",1
"X01021911",1
"B2X7400",2
"B2X7637",1
"B2X7638",2
"B2X7639",2
"B2X7640",2
"X01022111",1
"B2X7091",2
"B2X7092",1
"B2X7093",2
"B2X7094",1
"B2X7095",2
"B2X7096",2
"B2X7097",1
"B2X7098",2
"B2X7099",2
"B2X7100",1
"B2V8619",1
"B2V8778",1
"B2V8779",1
"B2V8780",1
"B2V8781",1
"B2V8782",2
"B2V8783",2
"B2V8784",2
"B2V8785",1
"B2V8786",2
"B2V8787",1
"B2X4933",2
"B2X7310",1
"B2X7311",2
"B2X7312",2
"B2X7313",2
"B2X7314",2
"B2X7315",2
"B2X7316",2
"B2X7317",1
"B2X7318",1
"B2X7319",1
"B2X7320",1
"B2X7321",1
"B2X4934",2
"B2X7322",1
"B2X7323",1
"B2X7324",2
"B2X7325",2
"B2X7326",1
"B2X7327",1
"B2X7328",2
"B2X7329",2
"X01023611",2
"B2X4892",2
"B2V8654",2
"B2V8655",2
"B2V8656",1
"B2V8657",1
"B2V8658",1
"B2V8659",2
"B2V8660",2
"B2V8661",1
"B2V8662",2
"B2V8663",1
"B2V8664",2
"B2V8665",1
"B2V8620",2
"B2V8621",2
"B2V8622",1
"B2V8623",1
"B2V8624",1
"B2V8625",1
"B2V8626",2
"B2V8627",2
"B2V8628",1
"B2V8630",2
"B2V8631",1
"B2V8632",2
"B2X4938",2
"B2V8675",2
"B2V8676",1
"B2V8677",1
"B2V8678",1
"B2V8679",2
"B2V8680",2
"B2V8681",2
"B2V8682",1
"B2V8683",1
"B2V8684",2
"B2V8685",1
"X01024611",1
"B2X4935",1
"B2X4937",2
"B2V8666",2
"B2V8667",2
"B2V8668",2
"B2V8669",1
"B2V8670",2
"B2V8671",2
"B2V8672",1
"B2V8673",1
"B2V8674",2
"B2X7201",1
"B2X7202",2
"B2X7203",1
"B2X7204",2
"B2X7205",1
"B2X7206",1
"B2X7207",1
"B2X7208",2
"B2X7209",1
"B2X7210",2
"B2X7211",2
"B2X4895",1
"B2X4936",2
"B2V8686",1
"B2V8687",2
"B2V8688",2
"B2V8689",2
"B2V8690",2
"B2V8691",1
"B2V8692",2
"B2V8693",2
"B2V8694",1
"B2V8695",2
"B2V8696",2
"B2X7002",2
"B2X7003",1
"B2X7004",1
"B2X7005",1
"B2X7006",1
"B2X7007",1
"X01025911",2
"X02025911",1
"B2X7101",2
"B2X7102",1
"B2X7103",2
"B2X7104",2
"B2X7105",2
"B2X7106",1
"B2X7107",1
"B2X7108",2
"B2X7109",1
"X01026111",2
"B2V8633",1
"B2V8634",1
"B2V8635",1
"B2V8636",2
"B2V8637",1
"B2V8638",1
"B2V8639",2
"B2V8640",2
"B2V8641",2
"B2V8642",1
"B2V8643",2
"X01026211",2
"B1V5072",1
"B2X4929",2
"B2V8602",1
"B2V8603",1
"B2V8604",1
"B2V8605",2
"B2V8606",1
"B2V8607",1
"B2V8608",2
"B2V8609",2
"B2X7212",2
"B2X7213",2
"B2X7214",2
"B2X7215",1
"B2X7216",2
"B2X7217",2
"B2X7218",1
"B2X7219",1
"B2X7220",2
"B2X7221",1
"B2X7222",1
"B2V8644",1
"B2V8645",1
"B2V8646",2
"B2V8647",1
"B2V8648",2
"B2V8649",2
"B2V8650",2
"B2V8651",2
"B2V8652",1
"B2V8653",1
"B2X4893",2
"B2V8610",2
"B2V8611",1
"B2V8612",1
"B2V8613",2
"B2V8614",2
"B2V8615",1
"B2V8616",2
"B2V8617",2
"B2V8618",1
"B2V8792",1
"B2V8793",2
"B2V8765",2
"B2V8766",2
"B2X4600",1
"B2X3839",1
"B2V8764",1
"B2V8763",2
"B3Y5501",1
"B3Y5502",1
"B3Y5503",2
"B3Y5504",2
"B3Y5505",1
"B3Y5506",1
"B3Y5507",2
"B3Y5508",2
"X01000112",2
"X02000112",1
"B3Y6501",2
"B3Y6502",1
"B3Y6503",2
"B3Y6504",2
"B3Y6505",1
"B3Y6506",2
"B3Y6507",1
"B3Y6508",1
"B3Y6509",1
"B3Y6510",2
"B3Y6511",2
"B3Y6512",2
"B3Y5970",1
"B3Y5971",1
"B3Y5972",1
"B3Y5973",2
"B3Y5974",2
"B3Y5975",1
"X01000412",2
"X02000412",2
"X03000412",1
"X01000512",1
"X02000512",1
"X03000512",1
"X04000512",1
"X05000512",2
"X06000512",1
"X07000512",1
"X08000512",1
"X09000512",1
"B3Y6601",2
"B3Y6602",2
"B3Y6603",1
"B3Y6604",2
"B3Y6605",1
"B3Y6606",2
"B3Y6607",1
"B3Y6608",2
"B2V8830",2
"B3Y6080",2
"B3Y6081",1
"B3Y6082",1
"B3Y6083",2
"B3Y6084",2
"B3Y6085",2
"B3Y6087",2
"B3Y6088",2
"B3Y5842",1
"B3Y5843",2
"B3Y5844",1
"B3Y5845",2
"B3Y5846",1
"B3Y5847",1
"B3Y5848",2
"B3Y5849",1
"X01000912",2
"X01001112",2
"X02001112",2
"X03001112",1
"X04001112",1
"X05001112",2
"X06001112",1
"X07001112",1
"X08001112",2
"X09001112",1
"B3Y5976",1
"B3Y5977",1
"B3Y5978",1
"B3Y5979",1
"B3Y5980",1
"B3Y5981",1
"B3Y5982",2
"B3Y5983",2
"B3Y5984",1
"B2X4969",2
"B3Y6071",1
"B3Y6072",1
"B3Y6073",2
"B3Y6074",1
"B3Y6075",2
"B3Y6076",1
"B3Y6077",2
"B3Y6078",2
"B3Y6079",1
"B2X4977",2
"B2X7701",2
"B2X7702",1
"B2X7703",2
"B2X7704",1
"B3Y6695",1
"B3Y6696",1
"B3Y6697",2
"B3Y6698",1
"B3Y6699",2
"B3Y6700",2
"X01001712",2
"B2V8829",2
"B3Y5833",1
"B3Y5834",1
"B3Y5835",1
"B3Y5836",1
"B3Y5837",1
"B3Y5838",1
"B3Y5839",1
"B3Y5840",1
"B3Y5841",2
"X01002212",1
"X02002212",2
"X03002212",2
"X04002212",2
"X05002212",1
"X06002212",2
"X07002212",1
"X01002312",1
"X02002312",2
"X03002312",2
"X04002312",1
"B2X4998",1
"B2X7780",2
"B2X7781",1
"B2X7782",2
"B2X7783",1
"B2X7784",2
"B2X7785",1
"B2X7786",1
"X01002412",2
"X02002412",2
"X03002412",1
"X01002612",2
"X02002612",1
"X03002612",2
"X04002612",1
"X05002612",2
"B3Y5801",2
"B3Y5802",2
"B3Y5803",1
"B3Y5804",1
"B3Y5805",2
"B3Y5806",1
"B3Y5807",1
"X01002712",1
"X02002712",2
"B2V8836",2
"B2X7584",1
"B2X7585",2
"B2X7586",2
"B2X7587",2
"B2X7588",2
"B2X7589",1
"B2X7590",1
"X01002812",2
"B2V8842",1
"B3Y5918",1
"B3Y5919",2
"B3Y5920",2
"B3Y5921",1
"B3Y5922",2
"B3Y5923",2
"B3Y5924",1
"B3Y5925",1
"B2X7563",2
"B2V8855",2
"B2V8856",2
"B2V8857",1
"B2V8858",2
"B2V8859",1
"B2V8860",1
"B2V8861",1
"B2V8862",2
"B2V8863",2
"B2V8838",2
"B2X7573",1
"B2X7574",2
"B2X7575",1
"B2X7576",2
"B2X7577",2
"B2X7578",2
"B2X7579",2
"B2X7580",1
"B2X7581",1
"B2X7582",1
"B2X7583",2
"X01003512",2
"X02003512",2
"X03003512",2
"X04003512",1
"X05003512",2
"X06003512",1
"B3Y5548",2
"B3Y5549",2
"B3Y5550",2
"B3Y5551",2
"B3Y5552",1
"B3Y5553",2
"B3Y5554",2
"B3Y5555",2
"B2X4978",1
"B2X7928",1
"B2X7929",2
"B2X7930",1
"B2X7931",2
"B2X7932",1
"B2X7933",1
"B2X7934",1
"X01004112",2
"X02004112",1
"B2X7515",1
"B2X7516",2
"B2X7517",2
"B2X7518",2
"B2X7519",1
"B2X7520",1
"B2X7521",1
"B2X7522",2
"B2X7508",2
"B2X7509",2
"B2X7510",1
"B2X7511",2
"B2X7512",2
"B2X7513",2
"B2X7514",1
"X01004312",2
"X02004312",2
"X01004812",1
"B2X4962",1
"B2X4964",2
"B3Y5817",1
"B3Y5818",1
"B3Y5819",1
"B3Y5820",1
"B3Y5821",1
"X01005212",2
"B2X7924",1
"B2X7925",2
"B2X7926",1
"B2X7927",1
"B3Y5599",1
"B3Y5600",2
"B2X4961",1
"B3Y6089",1
"B3Y6090",2
"B3Y6093",1
"B3Y6094",2
"B3Y6095",2
"B3Y6096",1
"B3Y6097",2
"B3Y6098",1
"B3Y6099",1
"X01005412",2
"B2X4960",2
"B3Y5509",2
"B3Y5510",2
"B3Y5511",1
"B3Y5512",1
"B3Y5513",2
"B3Y5514",2
"B3Y5515",1
"B3Y5516",1
"B2V8843",2
"B3Y5985",2
"B3Y5986",1
"B3Y5987",1
"B3Y5988",1
"B3Y5989",1
"B3Y5990",2
"B3Y5991",1
"B3Y5992",2
"B3Y5993",1
"X01005912",1
"X02005912",2
"X03005912",1
"X04005912",2
"X05005912",2
"X06005912",2
"X07005912",1
"X08005912",1
"X09005912",2
"X10005912",2
"X11005912",2
"X12005912",2
"B3Y5926",1
"B3Y5927",1
"B3Y5928",1
"B3Y5929",1
"B3Y5930",1
"B3Y5931",2
"X01006112",1
"B2X4970",1
"B2X4971",2
"X01006412",1
"X02006412",2
"X03006412",1
"X04006412",1
"X05006412",2
"X06006412",1
"X07006412",2
"X08006412",2
"X09006412",2
"X10006412",2
"X11006412",1
"X12006412",2
"B3Y6513",2
"B3Y6514",2
"B3Y6515",1
"B3Y6516",2
"B3Y6517",2
"B3Y6518",2
"B3Y6519",1
"B3Y6520",1
"B3Y6521",2
"X01006612",2
"X02006612",1
"X03006612",2
"B2X7455",2
"X01006712",1
"X02006712",2
"X03006712",1
"X04006712",1
"X05006712",1
"B2V8837",1
"B2X4979",2
"B2X7564",2
"B2X7565",2
"B2X7566",2
"B2X7567",1
"B2X7568",2
"B2X7569",1
"B2X7570",2
"B2X7571",1
"B2X7572",2
"X01006912",1
"B2X7523",2
"X01007212",2
"X02007212",1
"X03007212",1
"X04007212",1
"X05007212",2
"B3Y6636",1
"B3Y6637",1
"B3Y6638",2
"B3Y6639",2
"B3Y6640",2
"B3Y6641",1
"B3Y6642",1
"X01007312",2
"B3Y6627",1
"B3Y6628",2
"B3Y6629",2
"B3Y6630",1
"B3Y6631",1
"B3Y6632",1
"B3Y6633",2
"B3Y6634",2
"B3Y6635",1
"B2X7501",1
"B2X7502",1
"B2X7503",2
"B2X7504",2
"B2X7505",1
"B2X7506",2
"B2X7507",2
"B3Y5900",2
"B2X4956",2
"B3Y6011",1
"B3Y6012",1
"B3Y6013",2
"B3Y6014",1
"B3Y6015",1
"B3Y6016",2
"B3Y6017",1
"B3Y6018",1
"B3Y6019",2
"X01007812",1
"B3Y5889",1
"B3Y5890",2
"B3Y5891",2
"B3Y5892",1
"B3Y5893",1
"B3Y5894",1
"B3Y5895",1
"B3Y5896",2
"B3Y5897",1
"B3Y5898",1
"B3Y5899",2
"B2X4966",2
"B3Y5808",2
"B3Y5809",2
"B3Y5810",2
"B3Y5811",1
"B3Y5812",2
"B3Y5813",1
"B3Y5814",1
"B3Y5815",1
"B3Y5816",2
"B3Y6100",2
"X01008512",2
"X02008512",2
"X03008512",2
"X04008512",2
"X05008512",2
"X06008512",2
"X07008512",2
"X08008512",2
"B3Y6643",2
"B3Y6644",1
"B3Y6645",2
"B3Y6646",2
"B3Y6647",1
"B3Y6648",2
"B3Y6649",2
"B3Y6650",2
"B3Y6651",1
"B3Y6652",2
"B3Y6064",2
"B3Y6065",1
"B3Y6066",1
"B3Y6067",1
"B3Y6068",2
"B3Y6069",1
"B3Y6070",2
"X01009912",1
"B3Y5850",1
"B3Y5851",1
"B3Y5852",2
"B3Y5853",2
"B3Y5854",1
"B3Y5855",1
"B3Y5856",2
"B3Y6653",1
"B3Y6654",2
"B3Y6655",2
"B3Y6656",2
"B3Y6657",2
"B3Y6658",2
"B3Y6659",1
"B3Y6660",2
"X01010112",2
"X02010112",2
"X03010112",1
"B2X4980",1
"B2X7935",1
"B2X7936",1
"B2X7937",2
"B2X7938",1
"B2X7939",1
"B2X7940",2
"B2X7941",1
"B2X7942",2
"X01010212",1
"X02010212",2
"B2V8844",2
"B2V8845",1
"X01010312",1
"X02010312",2
"X03010312",1
"X04010312",1
"X05010312",2
"X06010312",2
"X07010312",1
"X08010312",2
"X09010312",1
"X01010412",1
"X02010412",2
"X03010412",2
"X04010412",1
"X05010412",1
"X06010412",1
"X07010412",2
"X08010412",2
"B2X4963",1
"B2X4965",2
"B3Y5822",1
"B3Y5823",2
"B3Y5824",2
"B3Y5825",1
"B3Y5826",2
"B3Y5827",2
"B3Y5828",1
"B3Y5829",2
"B3Y5830",2
"B3Y5831",2
"B3Y5832",1
"X01010712",2
"B2X4959",2
"B3Y6047",1
"B3Y6048",2
"B3Y6049",1
"B3Y6050",2
"B3Y6051",2
"B3Y6052",2
"B3Y6053",1
"B3Y6054",2
"B3Y6055",1
"B3Y6056",1
"B2X4950",1
"B2X7454",2
"X01011012",1
"X02011012",1
"X03011012",1
"X04011012",1
"X05011012",1
"X06011012",1
"X07011012",1
"X08011012",2
"B3Y6001",1
"B3Y6002",1
"B3Y6003",1
"B3Y6004",1
"B3Y6005",1
"B3Y6006",2
"B3Y6007",1
"B3Y6008",1
"B3Y6009",2
"B3Y6010",1
"B2V8864",2
"B2V8865",1
"B2V8866",1
"B2V8867",1
"B2V8868",2
"B2V8869",1
"B2V8870",2
"B2V8871",2
"X01012012",1
"X02012012",1
"X03012012",1
"B3Y6661",1
"B3Y6662",1
"B3Y6663",2
"B3Y6664",1
"B3Y6665",2
"B3Y6666",1
"B2V8828",1
"B3Y6057",1
"B3Y6058",2
"B3Y6059",1
"B3Y6060",1
"B3Y6061",1
"B3Y6062",2
"B3Y6063",2
"X01012612",2
"X02012612",1
"X03012612",1
"X04012612",1
"X05012612",1
"X06012612",1
"X07012612",2
"X08012612",2
"X09012612",2
"X10012612",1
"B2X7705",1
"B2X7706",2
"B2X7707",2
"B2X7708",2
"B2X7710",1
"B2X7711",1
"B2X7712",2
"B2X7713",1
"B2X4992",1
"B2X4993",2
"B2V8846",2
"B2V8847",2
"B2V8848",2
"B2V8849",1
"B2V8850",2
"B2V8851",1
"B2V8852",2
"B2V8853",1
"B2V8854",2
"B3Y6000",1
"B3Y5857",1
"B3Y5858",2
"B3Y5859",2
"B3Y5860",1
"B3Y5861",2
"B3Y5862",1
"B3Y5863",1
"B3Y5864",2
"B3Y5865",1
"B3Y5866",2
"B3Y5867",1
"B3Y5868",2
"X01013612",1
"X02013612",2
"X03013612",1
"X04013612",1
"X01013712",1
"X02013712",1
"X03013712",1
"X04013712",2
"X05013712",2
"X06013712",2
"X07013712",2
"B2V8795",2
"B2X4955",1
"X01013912",2
"X02013912",2
"X03013912",2
"X04013912",1
"X05013912",2
"X06013912",2
"X07013912",2
"B2V8831",2
"X01014112",1
"X02014112",1
"X03014112",1
"X04014112",1
"X05014112",2
"X06014112",2
"X07014112",2
"X08014112",1
"X09014112",2
"X10014112",2
"B2X7943",1
"B2X7944",1
"B2X7945",2
"B2X7946",1
"B2X7947",1
"B2X7948",2
"B2X7949",2
"B2X7950",2
"B2X7951",2
"B2X7952",1
"B2V8832",1
"B2X7524",2
"B2X7525",2
"B2X7526",2
"B2X7527",1
"B2X7528",1
"B2X7529",2
"B2X7530",1
"B2X7531",2
"B2V8833",2
"B3Y6609",1
"B3Y6610",1
"B3Y6611",2
"B3Y6612",1
"B3Y6613",2
"B3Y6614",1
"B3Y6615",2
"B3Y6616",2
"B3Y6617",1
"B3Y6618",1
"B2X4981",2
"B2X7709",1
"B2X7996",1
"B2X7997",1
"B2X7998",1
"B2X7999",1
"B2X8000",2
"B2X4988",2
"X01015512",2
"X02015512",2
"X03015512",2
"X04015512",1
"X05015512",2
"X06015512",2
"X07015512",1
"X08015512",2
"X09015512",1
"X01015612",1
"X02015612",1
"X03015612",1
"X04015612",1
"X05015612",1
"X06015612",2
"X07015612",1
"B2X4997",2
"B2X7794",2
"B2X7795",2
"B2X7796",2
"B2X7797",1
"B2X7798",2
"B2X7799",1
"B2X7800",2
"X03015912",1
"X05015912",1
"X01016012",2
"X02016012",1
"X03016012",1
"X04016012",2
"X06016012",1
"X07016012",1
"X08016012",2
"B3Y6037",2
"B3Y6038",1
"B3Y6039",1
"B3Y6040",1
"B3Y6041",2
"B3Y6042",1
"B3Y6043",2
"B3Y6044",1
"B3Y6045",2
"B3Y6046",2
"B2X4986",2
"B2X4987",1
"B3Y5951",1
"B3Y5952",2
"B3Y5953",1
"B3Y5954",1
"B3Y5955",1
"B3Y5956",2
"B3Y5957",2
"B3Y5958",1
"X01016312",1
"X02016312",1
"X03016312",1
"X04016312",1
"X05016312",1
"X06016312",1
"B2X4994",1
"B3Y5994",1
"B3Y5995",1
"B3Y5996",1
"B3Y5997",1
"B3Y5998",1
"B3Y5999",2
"X01016412",2
"B2V8834",2
"B3Y6667",1
"B3Y6668",1
"B3Y6669",1
"B3Y6670",1
"B3Y6671",2
"B3Y6672",1
"B3Y6673",2
"B3Y6674",1
"B3Y6675",1
"B3Y6676",2
"B3Y6677",1
"B3Y6678",1
"B3Y6679",1
"B3Y6680",2
"B3Y6681",1
"B3Y6682",2
"B3Y6683",1
"B3Y6684",2
"B2X4984",2
"B3Y5949",1
"B3Y5950",1
"X01017012",2
"X02017012",1
"X03017012",2
"X04017012",2
"X05017012",1
"B2X4989",1
"B2X4990",2
"X01017412",2
"X02017412",1
"X03017412",1
"X04017412",1
"X05017412",2
"X06017412",1
"X07017412",1
"B3Y5536",1
"B3Y5537",2
"B3Y5538",2
"B3Y5540",2
"B3Y5541",2
"B3Y5542",2
"B3Y5543",1
"B3Y5544",2
"B3Y5545",2
"B3Y5546",1
"B3Y5547",1
"B2X4982",1
"B3Y6522",2
"B3Y6523",1
"B3Y6524",2
"B3Y6525",2
"B3Y6526",2
"B3Y6527",2
"B3Y6528",2
"B3Y6529",2
"B3Y6530",2
"B3Y6531",2
"B2X7787",2
"B2X7788",1
"B2X7789",1
"B2X7790",2
"B2X7791",1
"B2X7792",2
"B2X7793",1
"B3Y5869",2
"B3Y5870",2
"B3Y5871",2
"B3Y5872",1
"B3Y5873",1
"B3Y5874",2
"B3Y5875",1
"B3Y5876",1
"B3Y5877",1
"B2V8841",2
"B2X7968",2
"B2X7969",1
"B2X7970",2
"B2X7971",2
"B2X7972",2
"B2X7973",2
"B2X7974",1
"B2X7975",2
"B2X7976",2
"B2X7977",2
"B2X7978",2
"B2V8819",1
"B3Y5942",1
"B3Y5943",1
"B3Y5944",2
"B3Y5945",2
"B3Y5946",1
"B3Y5947",2
"B3Y5948",2
"X01018212",2
"X02018212",2
"B2X7532",1
"B2X7533",1
"B2X7534",2
"B2X7535",1
"B2X7536",2
"B2X7537",2
"B2X7538",1
"B2X7539",2
"B2X7540",2
"B2X7959",1
"B2X7960",2
"B2X7961",1
"B2X7962",2
"B2X7963",1
"B2X7964",2
"B2X7965",2
"B2X7966",2
"B2X7967",2
"B2V8818",2
"B2X4985",1
"B3Y5959",1
"B3Y5960",1
"B3Y5961",1
"B3Y5962",1
"B3Y5963",1
"B3Y5964",1
"B3Y5965",1
"B3Y5966",2
"B3Y5967",1
"B3Y5968",1
"B3Y5969",2
"B2X4968",2
"B3Y5526",1
"B3Y5527",1
"B3Y5528",2
"B3Y5530",2
"B3Y5531",2
"B3Y5532",2
"B3Y5533",2
"B3Y5534",1
"B3Y5535",1
"X01019112",1
"B2V8794",1
"B2X4995",2
"B2X7801",2
"B2X7802",2
"B2X7803",2
"B2X7804",1
"B2X7805",2
"B2X7806",1
"B2X7807",2
"X01019212",1
"X02019212",2
"X03019212",2
"B2X7953",2
"B2X7954",2
"B2X7955",1
"B2X7956",1
"B2X7957",1
"B2X7958",1
"B2X7755",1
"B2X7756",2
"B2X7757",1
"B2X7758",2
"B2X7759",1
"B2X7760",1
"B2X7761",1
"B2X7762",1
"B2X7763",1
"B2X7764",2
"B3Y5932",2
"B3Y5933",2
"B3Y5934",2
"B3Y5935",1
"B3Y5936",1
"B3Y5937",2
"B3Y5938",1
"B3Y5939",1
"B3Y5940",1
"B3Y5941",1
"X01019912",1
"B3Y6619",2
"B3Y6620",1
"B3Y6621",1
"B3Y6622",2
"B3Y6623",1
"B3Y6624",1
"B3Y6625",1
"B3Y6626",2
"B2X4972",1
"B2X4973",2
"B3Y6685",2
"B3Y6686",1
"B3Y6687",2
"B3Y6688",2
"B3Y6689",1
"B3Y6690",1
"B3Y6691",2
"B3Y6692",2
"B3Y6693",2
"B3Y6694",1
"B3Y6701",2
"B3Y6702",1
"B3Y6703",1
"B3Y6704",1
"B3Y6705",2
"B3Y6706",2
"B3Y6707",2
"B3Y6708",1
"X01020612",1
"X02020612",2
"X03020612",2
"X04020612",2
"X05020612",1
"X06020612",1
"X07020612",1
"X08020612",2
"X09020612",2
"X10020612",2
"B2X4958",2
"B3Y6020",2
"B3Y6021",2
"B3Y6022",1
"B3Y6023",2
"B3Y6024",1
"B3Y6025",2
"B3Y6026",2
"B3Y6027",1
"B2X7541",2
"B2X7542",2
"B2X7543",2
"B2X7544",2
"B2X7545",2
"B2X4957",2
"B3Y6028",1
"B3Y6029",2
