"ID","sex"
"B4H0744",2
"B4H0745",2
"B4H0746",2
"B4H0747",2
"B4H0748",1
"B4H0749",1
"B4H0741",2
"B4H0742",1
"X01012615",1
"B4H0843",2
"B4H0844",2
"B4H0845",1
"B4H0846",2
"B4H0847",1
"B4H0848",1
"B4H0849",1
"B4H0850",2
"X01013315",1
"X02013315",1
"X03013315",1
"X04013315",2
"X05013315",1
"X06013315",1
"X07013315",1
"X08013315",1
"X09013315",2
"X10013315",2
"B4H1592",1
"B4H0798",1
"B4H0799",2
"B4H0800",1
"B4H1833",1
"B4H1834",2
"B4H1835",2
"B4H1836",2
"B4H1837",2
"B4H1838",1
"B4H1839",1
"B4H1840",2
"B4H1856",2
"B4H1857",1
"B4H1858",1
"B4H1859",1
"B4H1860",1
"B4H1861",2
"B4H1862",1
"B4H1863",2
"B4H1864",1
"B4H0241",2
"B4H0242",2
"B4H0243",1
"B4H0244",2
"B4H0245",2
"B4H0246",2
"B4H0247",2
"B4H0248",1
"B3Y5781",1
"X01014515",1
"X02014515",2
"X03014515",2
"X04014515",1
"X05014515",1
"X06014515",1
"X07014515",2
"X08014515",1
"X09014515",1
"B4H0436",2
"B4H1716",1
"B4H0349",1
"B4H0350",1
"B4H0351",1
"B4H0352",2
"B4H0353",1
"B4H0354",2
"B4H0355",1
"X01014815",2
"B4E9213",1
"B4H0437",1
"B4H0438",1
"B4H0439",1
"B4H0440",1
"B4H0441",2
"B4H0442",2
"B4H0443",1
"B4H0444",1
"B4E9258",1
"B4E9280",2
"B4H0429",1
"B4H0430",1
"B4H0431",2
"B4H0432",1
"B4H0433",2
"B4H0434",1
"B4H0435",2
"B4E9272",2
"B4H0918",1
"B4H0919",2
"B4H0920",2
"B4H0921",2
"B4H0922",1
"B4H0154",1
"B4H1534",1
"B4H1717",2
"B4H0445",2
"B4H0446",2
"B4H0447",1
"B4H0448",2
"B4H0449",2
"B4H0450",2
"X01015715",1
"X02015715",2
"B4H1564",2
"B4H1974",2
"B4H1975",2
"B4H1976",2
"B4H1977",2
"B4H1978",1
"B4H1979",2
"B4H1980",2
"B4H1981",2
"B4H1982",1
"B4H1709",1
"B4H0874",1
"B4H0875",1
"B4H0876",1
"B4H0877",2
"B4H0878",2
"B4H0879",1
"B4H0880",1
"B4H0881",1
"B4H0882",1
"B4H0883",1
"B4H1721",1
"B4H1808",2
"B4H1809",2
"B4H1810",2
"B4H1811",1
"B4H1812",1
"B4H1813",2
"B4H1814",2
"B4H1815",2
"X01016315",1
"B4H0905",2
"B4H0906",1
"B4H0907",1
"B4H0908",2
"B4H0909",2
"B4H0910",1
"B3Y5789",2
"B4H1652",1
"B4H1653",2
"B4H1654",1
"B4H1655",1
"B4H1656",2
"B4H1657",1
"B4H1658",1
"B4H1659",1
"B4H1660",2
"B4H0485",2
"X01017115",2
"X02017115",2
"X03017115",2
"X04017115",1
"X05017115",1
"B3Y5662",2
"B4H1539",1
"B4H0892",1
"B4H0893",2
"B4H0894",2
"B4H0895",2
"B4H0896",1
"B4H0897",1
"B4H0898",2
"B4H0899",2
"B4H0900",2
"B4E9205",2
"B4H0884",1
"B4H0885",2
"B4H0886",2
"B4H0887",2
"B4H0888",1
"B4H0889",1
"B4H0890",1
"B4H0891",2
"X01017615",1
"B4E9228",2
"X01017715",1
"X02017715",2
"X03017715",1
"X04017715",2
"X05017715",2
"X06017715",1
"X07017715",2
"B4H0706",1
"B4H0707",1
"B4H0708",1
"B4H0709",2
"B4H0710",1
"B4H0711",2
"B4H0712",2
"B4H0713",2
"X01017815",1
"B4E9273",1
"B4H0824",1
"B4H0825",1
"B4H0826",1
"B4H0827",1
"B4H0828",1
"B4H0829",1
"B4H0830",1
"B4H0831",1
"B4H0832",2
"B3Y5686",2
"B4H0833",1
"B4H0834",2
"B4H0835",2
"B4H0836",2
"B4H0837",1
"B4H0838",2
"B4H0839",2
"B4H0840",2
"B4H0841",2
"B4H0842",1
"X01018215",1
"B4H0249",2
"B4H0250",1
"B4H0251",1
"B4H0252",2
"B4H0253",1
"B4H0254",1
"B4H0255",2
"B4H0256",2
"B4H0257",1
"X01018415",1
"B4H1577",1
"B4H1661",1
"B4H1662",1
"B4H1663",1
"B4H1664",2
"B4H1665",2
"B4H1666",2
"B4H1667",2
"B4H1668",1
"B4H1669",1
"B4H1670",1
"B4H1597",2
"B4E9237",1
"B4H0911",2
"B4H0912",1
"B4H0913",1
"B4H0914",1
"B4H0915",2
"B4H0916",1
"B4H0917",2
"B3Y5787",2
"B4H1970",1
"B4H1971",1
"B4H1972",1
"B4H1973",2
"B3Y5665",1
"B4H0258",2
"B4H0259",1
"B4H0260",1
"B3Y5697",1
"B4E9252",2
"B4H0324",2
"B4H0325",2
"B4H0326",1
"B4H0327",1
"B4H0328",2
"B4H0329",1
"B4H0330",2
"X01019915",1
"X02019915",1
"B4H1880",1
"B4H1881",1
"B4H1882",2
"B4H1883",1
"B4H1884",2
"B4H1885",1
"B4H1886",1
"B4H1887",2
"B4H0859",2
"B4H0860",1
"B4H0861",2
"X01020015",1
"B4E9231",1
"B4E9233",2
"B4H1888",1
"B4H1889",1
"B4H1890",1
"B4H1891",1
"B4H1892",2
"B4H1893",1
"B4H1894",2
"B4H1895",2
"B4H1896",1
"B4H1897",1
"B4H0277",2
"B4H0278",2
"B4H0279",1
"B4H0280",1
"B4H0281",2
"B4H0282",1
"B4H0283",2
"B4H0284",2
"B4H0285",1
"B4H0286",1
"B4H1720",2
"B4H1865",2
"B4H1866",1
"B4H1867",2
"B4H1868",2
"B4H1869",2
"B4H1870",1
"X01021315",1
"X02021315",1
"X03021315",1
"B3Y5657",1
"X01021915",1
"X02021915",2
"X03021915",1
"X04021915",1
"X05021915",1
"X06021915",1
"X07021915",2
"X08021915",1
"X09021915",2
"X10021915",1
"B4H1952",2
"B4H1953",1
"B4H1954",1
"B4H1956",2
"B4H1957",1
"B4H1958",1
"B4H1959",2
"B4H1960",1
"B4H1961",2
"B4H1962",1
"B3Y5783",2
"B4H0862",1
"B4H0863",2
"B4H0864",1
"B4H0865",2
"B4H0866",1
"B4H0867",1
"B4H0868",2
"B4H0261",2
"B4H0262",1
"B4H0263",1
"B4H0264",2
"B4H0265",2
"B4H0266",2
"B4H0267",2
"B4H0268",1
"B4H0269",2
"B4H0270",2
"B4H1606",2
"B4H0750",1
"B4H0751",2
"B4H0752",1
"B4H0753",2
"B4H0754",1
"B4H0755",1
"B4H0756",2
"B4H0757",1
"B4H0758",2
"B4H0759",2
"B4H1559",1
"B4H0869",1
"B4H0870",2
"B4H0871",2
"B4H0872",2
"B4H0873",2
"B3Y5776",2
"B4H1702",1
"B4H1898",2
"B4H1899",2
"B4H1900",2
"B4H0301",1
"B4H0302",2
"B4H0303",2
"B4H0304",1
"B4H0305",1
"B4H0306",2
"B4H0151",1
"B4H1910",1
"B4H1911",1
"B4H1912",2
"B4H1913",2
"B4H1914",2
"X01023015",1
"B4H1618",1
"X01023115",1
"X02023115",2
"X03023115",2
"X04023115",2
"X05023115",2
"X06023115",1
"X07023115",2
"X08023115",2
"X09023115",2
"X10023115",2
"B4H1983",1
"B4H1984",2
"B4H1985",2
"B4H1986",2
"B4H1987",2
"B4H1988",2
"B4H1989",2
"B4H1990",2
"B3Y5683",2
"B4H1915",1
"B4H1916",2
"B4H1917",1
"B4H1918",1
"B4H1919",2
"B4H1920",1
"B4H1921",1
"B4H1922",1
"B4H1923",2
"B4H1924",1
"B4H0287",2
"B4H0288",1
"B4H0289",1
"B4H0290",2
"B4H0291",1
"B4H0292",1
"B4H0293",1
"B4H0294",2
"X01024215",2
"X02024215",1
"X03024215",1
"B4H0701",2
"B4H0702",2
"B4H0703",1
"B4H0704",2
"B4H0705",1
"X01024415",2
"X02024415",1
"X03024415",1
"X04024415",1
"X05024415",1
"B4H0658",2
"B4H0659",1
"B4H0660",2
"B4H0661",1
"B4H0662",1
"B4H0663",2
"B4H0664",2
"B4H0665",1
"B4H0666",1
"B4H0667",1
"B4H0668",1
"B4H0669",1
"B4E9249",1
"B4H0205",1
"B4H0206",2
"B4H0207",2
"B4H0208",2
"B4H0209",2
"B4H0210",2
"X01024715",NA
"B4E9267",2
"B4H1901",2
"B4H1902",2
"B4H1903",2
"B4H1904",1
"B4H1905",2
"B4H1906",1
"B4H1907",2
"B4H1908",1
"B4H1909",2
"B4H1801",2
"B4H1802",2
"B4H1803",1
"B4H1804",2
"B4H1805",1
"B4H1806",2
"B4H1807",2
"B4H1871",2
"B4H1872",2
"B4H1873",2
"B4H1874",2
"B4H1875",1
"B4H1876",1
"B4H1877",1
"B4H1878",2
"B4H1879",2
"B3Y5666",1
"B4H1680",2
"B4H1681",2
"B4H1682",2
"B4H1683",2
"B4H1684",1
"B4H1685",2
"B4H1686",2
"B4H1687",2
"B4H1688",1
"B3Y5774",2
"B4H1925",1
"B4H1926",2
"B4H1927",1
"B4H1928",1
"B4H1929",2
"B4H1930",2
"B4H1931",1
"B4H1932",1
"B4H1933",2
"B4H0656",2
"B4H0657",1
"X01025715",1
"X02025715",1
"B4H1585",2
"X01026115",2
"X02026115",2
"X03026115",2
"X04026115",2
"X05026115",2
"X06026115",1
"X07026115",2
"B4H1942",1
"B4H1943",1
"B4H1944",1
"B4H1945",1
"B4H1946",2
"B4H1947",1
"B4H1948",2
"B4H1949",2
"B4H1950",2
"B4H1951",2
"B4H1735",2
"X01026515",2
"X02026515",2
"X03026515",2
"X04026515",1
"X05026515",1
"B3Y5652",1
"B3Y5656",2
"X01026615",1
"X02026615",2
"B4H1934",2
"B4H1935",1
"B4H1936",1
"B4H1937",1
"B4H1938",2
"B4H1939",1
"B4H1940",1
"B4H1941",1
"B4H0647",2
"B4H0648",1
"B4H0649",2
"B4H0650",2
"B4H0651",1
"B4H0652",1
"B4H0653",1
"B4H0654",2
"B4H0655",2
"B4H1633",2
"B4H1671",2
"B4H1672",2
"B4H1673",2
"B4H1674",2
"B4H1675",1
"B4H1676",1
"B4H1677",2
"B4H1678",1
"B4H1679",1
"X01027215",2
"B3Y5672",2
"X01027415",2
"X02027415",2
"B4E9281",1
"X01027615",1
"X02027615",1
"X03027615",2
"X04027615",1
"X05027615",1
"X06027615",2
"X07027615",2
"X08027615",1
"X09027615",2
"B3Y5673",1
"B4H0401",1
"B4H0402",1
"B4H0403",2
"B4H0404",1
"B4H0405",2
"B4H0406",1
"B4H0407",1
"B4H0408",2
"B3Y5653",1
"B3Y5654",1
"B3Y5655",1
"B3Y5658",2
"B3Y5659",1
"B3Y5660",2
"B3Y5661",1
"B3Y5663",1
"B3Y5664",2
"B3Y5667",2
"B3Y5669",2
"B3Y5670",1
"B3Y5671",1
"B3Y5674",1
"B3Y5675",1
"B3Y5676",1
"B3Y5677",2
"B3Y5678",1
"B3Y5679",2
"B3Y5680",1
"B3Y5681",2
"B3Y5682",1
"B3Y5684",1
"B3Y5685",1
"B3Y5687",2
"B3Y5688",1
"B3Y5690",2
"B3Y5691",1
"B3Y5693",1
"B3Y5694",1
"B3Y5695",1
"B3Y5698",1
"B3Y5699",1
"B3Y5700",2
"B4H1601",2
"B4H1602",2
"B4H1603",2
"B4H1604",2
"B4H1605",2
"B4H1607",1
"B4H1608",1
"B4H1609",1
"B4H1610",2
"B4H1611",2
"B4H1612",2
"B4H1613",2
"B4H1614",1
"TN90629",2
"B4H1616",1
"B4H1615",1
"B4H1617",2
"B3Y5767",2
"B3Y5768",2
"B3Y5769",2
"B3Y5770",1
"B3Y5771",1
"B4H1619",2
"B4H1620",2
"B4H1621",1
"B4H1622",1
"B3Y5791",1
"B3Y5772",1
"B3Y5790",2
"B4H1623",2
"B4H1624",2
"B4H1626",2
"B4H1628",1
"B4H1629",2
"B4H1630",1
"B4H1631",1
"B3Y5773",1
"B4H1632",1
"B4H1634",2
"B4H1635",2
"B4H1636",2
"B4H1637",1
"B4H1638",2
"B4H1639",1
"B4H1641",1
"B4H1642",1
"B3Y5775",1
"B3Y5777",2
"B3Y5778",1
"B3Y5788",2
"B3Y5786",1
"B3Y5779",1
"B3Y5785",2
"B3Y5784",1
"B3Y5782",1
"B4H1530",2
"B4H1531",2
"B4H1532",2
"B4H1533",2
"B4H1535",1
"B4H1536",1
"B4H1538",1
"B4H1540",2
"B4H1541",1
"B4H1542",1
"B4H1543",1
"B4H1544",2
"B4H1545",2
"B4H1546",1
"B4H1547",2
"B4H1548",1
"B4H1549",1
"B4H1550",1
"B4H1552",1
"B4H1553",1
"B4H1554",1
"B4H1555",2
"B4H1556",2
"B4H1557",1
"B4H1558",2
"B4H1560",1
"B4H1562",2
"B4H1563",1
"B4H1565",2
"B4H1566",1
"B4H1567",2
"B4H1568",1
"B4H1569",2
"B4H1571",1
"B4H1570",1
"B3Y5780",1
"B4H1572",2
"B4H1574",1
"B4H1576",1
"B4H1578",1
"B4H1580",1
"B4H1581",2
"B4H1582",1
"B4H1583",1
"B4H1586",2
"B4H1587",2
"B4H1588",1
"B4H1589",2
"B4H1590",1
"B4H1591",2
"B4H1593",1
"B4H1594",1
"B4H1595",2
"B4H1596",2
"B4H1598",1
"B4H1599",1
"B4H1600",2
"B4E9201",1
"B4E9202",1
"B4E9203",2
"B4E9204",2
"B4E9206",2
"B4E9207",1
"B4E9208",2
"B4E9209",2
"B4E9210",2
"B4E9211",2
"B4E9212",1
"B4E9214",1
"B4E9215",2
"B4E9217",2
"B4E9218",1
"B4E9219",2
"B4E9221",2
"B4E9223",1
"B4H1644",2
"B4E9224",1
"B4H1646",2
"B4H1647",2
"B4H1648",1
"B4E9226",1
"B4E9230",2
"B4E9232",1
"B4E9234",2
"B4E9235",1
"B4E9236",1
"B4E9239",2
"B4E9238",2
"B4E9245",2
"B4E9246",2
"B4E9247",1
"B4E9241",2
"B4E9240",2
"B4E9242",2
"B4E9243",2
"B4E9244",2
"B4E9248",2
"B4E9250",2
"B4E9251",1
"B4E9253",1
"B4E9254",1
"B4E9255",2
"B4E9257",1
"B4E9262",2
"B4E9263",2
"B4E9264",1
"B4E9265",1
"B4E9266",1
"B4E9268",2
"B4E9269",2
"B4E9270",2
"B4E9271",2
"B4E9275",2
"B4E9274",2
"B4E9276",2
"B4E9277",2
"B4E9278",1
"B4E9279",1
"B4E9282",1
"B4E9283",2
"B4E9284",2
"B4E9285",2
"B4E9286",1
"B4E9287",2
"B4E9288",2
"B4E9289",2
"B4E9290",2
"B4E9291",1
"B4E9292",2
"B4E9293",1
"B4E9294",1
"B4E9295",2
"B4E9296",2
"B4E9297",1
"B4E9299",2
"B4E9298",1
"B4E9300",1
"B4H1701",2
"B4H1703",1
"B4H1704",1
"B4H1705",2
"B4H1706",1
"B4H1707",1
"B4H1708",2
"B4H1713",2
"B4H1714",2
"B4H1715",1
"B4H1718",1
"B4H0995",2
"X01000116",2
"X02000116",2
"B4H0063",1
"B4H0110",2
"X01000616",1
"X02000616",2
"X03000616",2
"X04000616",1
"X05000616",2
"X06000616",2
"X07000616",2
"B4P8272",2
"B4P8273",2
"B4P8274",2
"B4P8275",1
"B4P8276",2
"B4P8277",2
"X01001016",2
"X02001016",2
"X03001016",2
"X04001016",2
"X01001116",1
"X02001116",1
"X03001116",2
"X04001116",1
"X05001116",1
"X06001116",1
"X07001116",1
"X08001116",1
"B4H0147",1
"X01001216",2
"X02001216",1
"X04001216",1
"X06001216",1
"X07001216",2
"X08001216",1
"B4H0014",1
"B4H0015",2
"X02001416",1
"X03001416",2
"X04001416",1
"X05001416",2
"X06001416",2
"B4P8427",2
"X01001716",1
"X02001716",2
"X03001716",2
"X04001716",1
"X05001716",1
"X06001716",1
"X07001716",2
"X08001716",1
"B4H0017",2
"B4H0018",1
"B4H0019",2
"B4H0020",2
"B4H0021",1
"B4H0022",2
"B4H0023",2
"B4H0024",2
"B4H0025",2
"X01002116",1
"B4H1776",1
"B4P8703",2
"B4P8704",2
"B4P8705",2
"B4P8706",1
"B4P8707",2
"B4P8708",1
"B4P8709",1
"B4P8710",1
"B4P8711",1
"B4P8712",2
"B4P8713",2
"X01002316",2
"B4H0009",2
"B4H0010",2
"B4H0011",1
"B4H0012",2
"B4H0013",1
"X01002816",2
"B4H0958",1
"B4H0001",1
"B4H0002",2
"B4H0003",2
"B4H0004",2
"B4H0005",2
"B4H0006",2
"B4H0007",1
"B4H0008",2
"X01002916",1
"X02002916",1
"B4H0940",1
"B4H0556",2
"B4H0557",1
"B4H0558",2
"B4H0559",2
"B4H0560",2
"B4H0561",2
"B4H0562",1
"B4H0563",2
"B4P8432",1
"B4P8433",2
"B4P8434",1
"B4P8435",1
"B4P8436",1
"B4P8437",2
"B4P8438",1
"B4P8439",2
"B4P8440",1
"B4P8441",2
"B4P8442",1
"X01003116",1
"X01003216",2
"X02003216",2
"X03003216",1
"X04003216",1
"X05003216",2
"X06003216",2
"X07003216",1
"B4P8105",1
"B4P8106",1
"B4P8107",2
"B4P8108",1
"B4P8109",2
"B4P8110",2
"B4P8111",1
"B4P8112",1
"B4P8113",2
"X01003316",2
"B4H1772",2
"B4P8428",1
"B4P8429",1
"B4P8430",2
"B4P8431",2
"X01003416",2
"X02003416",2
"X03003416",2
"B4H0148",1
"B4P8237",2
"B4P8238",1
"B4P8239",1
"B4P8240",2
"B4P8241",1
"B4P8242",2
"B4P8243",1
"B4H0184",1
"B4H0192",2
"X01003616",2
"X02003616",2
"X03003616",1
"X04003616",2
"X05003616",2
"X06003616",1
"X07003616",1
"X08003616",2
"X09003616",2
"X10003616",2
"B4H0993",2
"B4P8114",2
"B4P8115",1
"B4P8116",1
"B4P8117",1
"B4P8118",1
"B4P8119",2
"B4P8120",2
"B4P8443",1
"B4P8444",1
"B4P8445",2
"B4P8446",2
"B4P8447",2
"B4P8448",1
"B4P8449",2
"B4P8450",2
"B4P8451",2
"B4P8452",1
"B4P8488",2
"B4P8489",1
"B4P8490",1
"B4P8491",2
"B4P8492",2
"B4P8493",1
"B4P8494",2
"B4P8495",2
"B4P8496",1
"X01004616",2
"X02004616",1
"X03004616",2
"B4H0532",2
"B4H0533",1
"B4P8091",1
"B4P8092",1
"B4P8093",2
"B4P8094",1
"B4P8095",1
"B4P8096",2
"B4P8097",1
"B4P8098",1
"B4P8099",2
"B4P8100",2
"B4H0524",2
"B4H0525",1
"B4H0526",1
"B4H0527",2
"B4H0528",2
"B4H0529",1
"B4H0530",2
"B4H0531",2
"X01005116",2
"X02005116",1
"X03005116",1
"X04005116",1
"X05005116",1
"X06005116",1
"X07005116",1
"X08005116",2
"B4H0200",1
"B4H0165",2
"B4P8714",2
"B4P8715",2
"B4P8716",2
"B4P8717",1
"B4P8718",2
"B4P8719",2
"B4P8720",1
"B4P8084",1
"B4P8085",1
"B4P8086",2
"B4P8087",1
"B4P8088",2
"B4P8089",2
"B4P8090",2
"X01005516",2
"X02005516",2
"X03005516",2
"B4H0127",1
"B4H0145",2
"B4P8401",1
"B4P8402",2
"B4P8403",1
"B4P8404",2
"B4P8405",1
"B4P8406",1
"B4P8407",1
"B4P8408",2
"X01005916",1
"B4P8227",1
"B4P8228",2
"B4P8229",2
"B4P8230",1
"B4P8231",2
"B4P8232",1
"B4P8233",1
"B4P8234",1
"B4P8235",1
"B4P8236",1
"X01006016",1
"X02006016",1
"B4H0061",1
"B4H0060",2
"B4P8128",2
"B4P8129",1
"B4P8130",2
"B4P8131",2
"B4P8132",2
"B4P8133",1
"B4P8134",1
"X01006216",1
"X02006216",1
"B4P8222",1
"B4P8223",1
"B4P8224",1
"B4P8225",1
"B4P8226",2
"X01006516",2
"X02006516",1
"B4H0963",1
"B4H0101",2
"B4P8101",2
"B4P8102",1
"B4P8103",1
"B4P8104",2
"B4P8598",1
"B4P8599",1
"B4P8600",2
"B4P8121",1
"B4P8122",2
"B4P8123",2
"B4P8124",2
"B4P8125",1
"B4P8126",1
"B4P8127",2
"B4H0194",1
"B4P8497",2
"B4P8498",1
"B4P8499",1
"B4P8500",1
"B4P8501",1
"B4P8502",2
"B4P8503",1
"B4P8504",1
"X02007616",1
"B4H0132",2
"B4P8542",1
"B4P8543",1
"B4P8544",2
"B4P8545",1
"B4P8546",2
"B4P8547",1
"B4P8548",1
"B4P8549",2
"B4P8550",2
"B4P8551",2
"B4P8552",2
"B4P8553",1
"B4P8554",1
"B4H0199",1
"B4H0195",2
"B4P8325",1
"B4P8326",2
"B4P8327",1
"B4P8328",2
"B4P8329",2
"B4P8330",2
"B4P8331",2
"X01008216",1
"B4P8332",2
"B4P8333",2
"B4P8334",2
"B4P8335",2
"B4P8336",2
"B4P8337",2
"B4P8338",2
"B4P8339",1
"B4P8340",2
"X01008616",2
"X02008616",1
"X03008616",2
"X04008616",1
"X05008616",1
"X06008616",2
"X07008616",2
"X08008616",2
"X09008616",2
"X10008616",2
"X01008716",2
"X02008716",1
"X03008716",1
"X04008716",1
"X05008716",2
"X06008716",1
"X07008716",2
"X08008716",2
"X09008716",1
"X10008716",2
"X11008716",1
"X12008716",2
"B4H0051",2
"B4P8908",1
"B4P8909",1
"B4P8910",2
"B4P8911",2
"B4P8912",2
"X02008916",2
"X03008916",1
"X01008916",1
"X01009216",1
"X02009216",2
"X03009216",2
"X04009216",2
"B4P8214",1
"B4P8215",1
"B4P8216",1
"B4P8217",2
"B4P8218",2
"B4P8219",1
"B4P8220",2
"B4P8221",2
"X01009416",1
"X02009416",2
"B4H1756",2
"X03009616",2
"X04009616",1
"X05009616",1
"X06009616",2
"X07009616",2
"X08009616",2
"X09009616",2
"X10009616",2
"X11009616",2
"X01009616",2
"X02009616",1
"B4H0946",2
"X01009716",1
"X02009716",2
"B4H0150",2
"B4P8249",1
"B4P8250",2
"B4P8251",2
"B4P8252",1
"B4P8253",1
"B4P8254",1
"B4P8255",2
"B4H1784",1
"B4H0125",2
"B4P8901",2
"B4P8902",2
"B4P8903",2
"B4P8904",2
"B4P8905",1
"B4P8906",2
"B4P8907",1
"B4P8740",2
"B4P8741",1
"B4P8742",2
"B4P8743",1
"B4P8744",1
"B4P8745",1
"B4P8746",1
"B4P8747",2
"X01010016",1
"B4H0052",1
"B4P8748",1
"B4P8749",2
"B4P8750",2
"B4P8751",2
"B4P8752",1
"X01010116",2
"X02010116",2
"B4H0999",2
"X01010616",1
"X02010616",2
"X03010616",2
"X04010616",1
"X05010616",1
"X06010616",1
"X07010616",1
"X08010616",1
"X09010616",2
"B4P8416",1
"B4P8417",1
"B4P8418",2
"B4P8419",2
"B4H0164",2
"B4P8409",1
"B4P8410",1
"B4P8411",2
"B4P8412",2
"B4P8413",1
"B4P8414",1
"B4P8415",2
"X02010816",2
"X01010816",1
"B4H0198",1
"B4P8015",1
"B4P8016",2
"B4P8017",1
"B4P8018",1
"B4P8019",1
"B4P8020",2
"B4P8021",2
"B4P8022",2
"X01011116",1
"X02011116",1
"B4H1785",2
"B4H0534",1
"B4H0535",1
"B4H0536",2
"B4H0537",2
"B4H0538",2
"B4H0539",2
"B4H0540",2
"B4H0541",1
"B4H0542",2
"B4H0053",2
"B4H0054",2
"B4H0055",2
"B4H0056",1
"B4H0057",1
"X01012016",2
"X02012016",2
"B4H0982",2
"B4P8205",2
"B4P8206",1
"B4P8207",1
"B4P8208",1
"B4P8209",2
"B4P8210",2
"B4P8211",1
"B4P8212",2
"B4P8213",1
"B4P8341",2
"B4P8342",1
"B4P8343",2
"B4P8344",2
"B4P8345",1
"B4P8346",1
"B4P8347",2
"B4P8348",2
"B4P8349",2
"X01012316",2
"X02012316",2
"X03012316",2
"X04012316",2
"X05012316",1
"X06012316",2
"X07012316",1
"X08012316",2
"X09012316",1
"X10012316",2
"X11012316",2
"B4P8244",2
"B4P8245",2
"B4P8246",2
"B4P8247",2
"B4P8248",2
"B4H0938",1
"B4P8721",1
"B4P8722",1
"B4P8723",2
"B4P8724",1
"B4P8725",1
"B4P8726",1
"B4P8727",1
"B4P8728",1
"B4P8729",1
"B4P8730",1
"B4P8731",2
"B4P8732",1
"B4H0988",2
"B4P8369",1
"B4P8370",2
"B4P8371",1
"B4P8372",2
"B4P8373",2
"B4P8374",1
"B4P8375",1
"B4H0937",2
"B4H0581",1
"B4H0582",2
"B4H0583",2
"B4H0584",1
"B4H0585",1
"B4H0586",1
"B4H0587",1
"B4H0588",1
"B4H0589",1
"B4H1000",1
"X01013416",1
"X02013416",2
"X03013416",2
"X04013416",2
"B4P8023",1
"B4P8024",2
"B4P8025",1
"B4P8026",2
"B4P8027",1
"B4P8028",1
"B4P8029",2
"B4P8030",1
"B4H1753",1
"B4H0196",2
"B4P8383",2
"B4P8384",1
"B4P8385",1
"B4P8386",1
"B4P8387",2
"B4P8388",2
"B4P8389",1
"B4P8390",2
"B4H0140",2
"B4H0590",1
"B4H0591",1
"B4H0592",2
"B4H0593",1
"B4H0594",1
"B4H0595",1
"B4H0596",1
"B4H0597",1
"X01014416",2
"B4P8574",1
"B4P8575",2
"B4P8576",1
"B4P8577",2
"B4P8578",2
"B4P8579",2
"B4P8580",1
"B4P8581",1
"X01014816",2
"X01015216",1
"X02015216",2
"X03015216",1
"X04015216",2
"X05015216",2
"X06015216",2
"X07015216",2
"X08015216",1
"X09015216",1
"X10015216",1
"B4P8532",1
"B4P8533",2
"B4P8534",2
"B4P8535",1
"B4P8536",2
"B4P8537",2
"B4P8538",2
"B4P8539",1
"B4P8540",1
"B4P8541",2
"B4H0182",2
"B4P8593",1
"B4P8594",2
"B4P8595",1
"B4P8596",1
"B4P8597",1
"X01015516",2
"X02015516",2
"X03015516",2
"X04015516",2
"B4H0130",2
"B4P8278",2
"B4P8279",2
"B4P8280",1
"B4P8281",1
"B4P8282",2
"B4P8283",2
"B4P8284",2
"B4P8285",1
"X01015616",1
"X02015616",2
"B4P8286",2
"B4P8287",2
"B4P8288",1
"B4P8289",1
"B4P8290",1
"B4P8291",2
"B4P8292",1
"B4P8293",2
"B4P8294",2
"B4H0501",2
"B4H0502",1
"B4H0503",1
"B4H0504",2
"B4H0505",1
"B4H0506",1
"X02016016",2
"B4H0954",2
"B4P8555",2
"B4P8556",1
"B4P8557",2
"B4P8558",1
"X01016116",2
"B4H0107",1
"B4P8420",1
"B4P8421",2
"B4P8422",1
"B4P8423",2
"B4P8424",1
"B4P8425",2
"B4P8426",1
"B4H1787",1
"B4H0987",2
"B4H0507",2
"B4H0508",1
"B4H0509",2
"B4H0510",1
"B4H0511",2
"B4H0512",1
"B4H0513",1
"B4H0514",1
"B4H0515",1
"B4H0516",1
"B4H0517",2
"B4H0518",1
"B4H0519",1
"B4H0520",2
"B4H0521",1
"B4H0522",2
"B4H0523",2
"X01016616",1
"B4H0572",2
"B4H0573",1
"B4H0574",2
"B4H0575",1
"B4H0576",1
"B4H0577",1
"B4H0578",1
"B4H0579",2
"B4H0580",1
"X02017316",1
"X01017316",2
"B4P8360",2
"B4P8361",1
"B4P8362",2
"B4P8363",1
"B4P8364",2
"B4P8365",1
"B4P8366",2
"B4P8367",2
"B4P8368",1
"B4H0551",2
"B4H0552",1
"B4H0553",2
"B4H0554",1
"B4H0555",2
"X01017816",1
"X02017816",1
"B4H0158",1
"B4P8201",1
"B4P8202",2
"B4P8203",2
"B4P8204",2
"B4P8395",1
"B4P8396",1
"B4P8397",1
"B4P8398",1
"B4P8399",1
"B4P8400",1
"B4H0179",1
"B4P8376",1
"B4P8377",1
"B4P8378",1
"B4P8379",1
"B4P8380",2
"B4P8381",2
"B4P8382",1
"X01018516",1
"X02018516",2
"X03018516",2
"X04018516",2
"B4H0027",2
"B4P8559",1
"B4P8560",1
"B4P8561",1
"B4P8562",1
"B4P8563",1
"B4P8564",1
"B4P8565",1
"B4H0026",2
"B4P8566",1
"B4P8567",1
"B4P8568",2
"B4P8569",2
"B4P8570",1
"B4P8571",2
"B4P8572",2
"B4P8573",2
"B4P8295",1
"B4P8296",2
"B4P8297",1
"B4P8298",1
